pdb,weight,seq_len
1RCQ_A,74.59028354953479,357
2WAM_A,147.27180857176975,351
3LSZ_A,242.1538583215225,225
2PBP_A,77.76454847808222,258
1ZYL_A,112.517134695121,328
3ER9_B,14.66,479
4USA_A,159.26026623109735,907
3BMV_A,144.72510528584874,683
4GWG_A,68.4756416545329,484
2W4O_A,90.03938915830115,349
1A62_A,12.79546794767585,130
2HN1_A,65.779130429035,266
1UIY_A,78.07077814393807,253
3D3Q_A,83.00199515674306,340
3F8T_A,42.81266985367766,506
